Pixel 1,Pixel 1,Pixel 2,Pixel 2,Pixel 3,Pixel 3,Pixel 4,Pixel 4,Pixel 5,Pixel 5,Pixel 6,Pixel 6,Pixel 7,Pixel 7,Pixel 8,Pixel 8
Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density
V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2
0.43875,-0.5549999999999999,0.43879,-0.5817330677290836,0.43876,-0.19013147410358566,0.43877,-0.5299402390438247,0.4388,-0.6912151394422311,0.43879,-0.741215139442231,0.43879,-0.1401434262948207,0.43878,-0.6137450199203186
0.45879,-0.2544422310756972,0.45879,-0.6148605577689242,0.45881,-0.23804780876494025,0.45879,-0.5625498007968127,0.45886,3.1398406374501994e-05,0.45881,-0.016995418326693226,0.4588,-0.16714940239043824,0.45885,-0.30920318725099605
0.47884,0.044187250996015934,0.47881,-0.13291633466135458,0.4788,-0.44324701195219124,0.47886,-0.1859382470119522,0.47888,0.14694820717131474,0.47885,0.1918784860557769,0.47882,-0.4540239043824701,0.47888,0.09845219123505976
0.49891,0.3008366533864542,0.49891,0.4293625498007968,0.49886,0.10894621513944223,0.49891,0.37816733067729086,0.49889,0.016155378486055777,0.49888,0.044091633466135455,0.49889,0.053842629482071705,0.49894,0.35151394422310756
0.51887,0.7863147410358565,0.51888,1.0596613545816733,0.51887,1.2462948207171316,0.51887,1.1113147410358566,0.51887,0.7231075697211155,0.51884,0.7142430278884462,0.51887,1.2342828685258962,0.51889,0.7579681274900398
0.53886,1.95902390438247,0.53886,1.964402390438247,0.5389,2.203784860557769,0.53887,2.0139442231075697,0.53892,2.1782868525896415,0.53891,2.1358565737051793,0.53891,2.2314741035856573,0.53892,1.9194023904382471
0.5588,3.594621513944223,0.55877,3.3201195219123507,0.55876,3.241235059760956,0.55876,3.2601593625498007,0.55881,3.6049800796812748,0.55879,3.5932270916334663,0.55874,3.2790836653386455,0.55882,3.6239043824701196
0.57848,5.307569721115538,0.57846,5.221713147410359,0.57841,5.068525896414342,0.57847,5.157968127490039,0.57847,5.151792828685258,0.57842,5.182868525896414,0.57844,5.07609561752988,0.57846,5.358366533864542
0.59833,7.398605577689243,0.59829,7.618525896414343,0.59832,7.60398406374502,0.5983,7.635258964143427,0.5983,7.409163346613545,0.59831,7.425498007968127,0.5983,7.600796812749004,0.59832,7.4219123505976095
,,,,,,,,,,,,,,,
Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s)
1.259873867034912,0.5556111753055375,1.2698733806610107,0.5512360607445972,1.2599780559539795,0.5555652312293662,1.2600011825561523,0.5555550341468066,1.259955644607544,0.5555751132953881,1.2698729038238525,0.5512362677336872,1.259871006011963,0.5556124370349652,1.2598702907562256,0.5556127524682175
