Pixel 1,Pixel 1,Pixel 2,Pixel 2,Pixel 3,Pixel 3,Pixel 4,Pixel 4,Pixel 5,Pixel 5,Pixel 6,Pixel 6,Pixel 7,Pixel 7,Pixel 8,Pixel 8
0.17886,-3.45996015936255,0.17884,-3.457569721115538,0.17886,-3.4585657370517926,0.17886,-3.457569721115538,0.17884,-3.4579681274900396,0.17884,-3.45996015936255,0.17885,-3.458167330677291,0.17881,-3.456573705179283
0.19893,-3.4585657370517926,0.19893,-3.4579681274900396,0.19894,-3.4579681274900396,0.19897,-3.458167330677291,0.19894,-3.4579681274900396,0.19893,-3.4601593625498004,0.19891,-3.462749003984064,0.19892,-3.458167330677291
0.21865,-3.45996015936255,0.21862,-3.4567729083665335,0.21867,-3.4603585657370513,0.21864,-3.458764940239044,0.21862,-3.462749003984064,0.21865,-3.4607569721115534,0.21862,-3.4589641434262943,0.21864,-3.460557768924303
0.23874,-3.4589641434262943,0.23873,-3.4571713147410352,0.23876,-3.4603585657370513,0.23877,-3.458764940239044,0.23872,-3.45996015936255,0.23875,-3.4603585657370513,0.23871,-3.4571713147410352,0.23871,-3.457768924302789
0.25869,-3.457370517928287,0.25868,-3.4541832669322714,0.25874,-3.456374501992032,0.25873,-3.454780876494024,0.25872,-3.4579681274900396,0.25873,-3.460557768924303,0.2587,-3.457370517928287,0.25871,-3.4585657370517926
0.27884,-3.4595617529880482,0.27883,-3.456972111553785,0.27886,-3.454382470119522,0.27887,-3.460557768924303,0.27886,-3.457768924302789,0.27885,-3.457370517928287,0.27884,-3.457569721115538,0.27883,-3.4585657370517926
0.29881,-3.4579681274900396,0.29881,-3.457569721115538,0.29885,-3.4549800796812744,0.29883,-3.454780876494024,0.29882,-3.457768924302789,0.29883,-3.4567729083665335,0.29882,-3.45597609561753,0.29882,-3.457768924302789
0.319,-3.4561752988047805,0.31898,-3.4519920318725097,0.319,-3.4557768924302787,0.31896,-3.4527888446215136,0.319,-3.452191235059761,0.319,-3.4527888446215136,0.31898,-3.453585657370518,0.31898,-3.455577689243028
0.33899,-3.450398406374502,0.33894,-3.4496015936254976,0.33895,-3.4519920318725097,0.33891,-3.448605577689243,0.33892,-3.450398406374502,0.33896,-3.4474103585657367,0.33893,-3.4496015936254976,0.33895,-3.448605577689243
0.35905,-3.443625498007968,0.35907,-3.443625498007968,0.35906,-3.440836653386454,0.35908,-3.441035856573705,0.35906,-3.441235059760956,0.35906,-3.442231075697211,0.35905,-3.440239043824701,0.35906,-3.442231075697211
0.37905,-3.4258964143426294,0.37905,-3.4258964143426294,0.37906,-3.4258964143426294,0.3791,-3.4241035856573707,0.37905,-3.423107569721116,0.37905,-3.4223107569721116,0.37904,-3.4247011952191233,0.37906,-3.4235059760956172
0.39875,-3.393625498007968,0.39873,-3.3926294820717127,0.39874,-3.393625498007968,0.39873,-3.391832669322709,0.39875,-3.3898406374501993,0.39873,-3.3908366533864545,0.39876,-3.3944223107569718,0.39873,-3.3932270916334657
0.41875,-3.3314741035856574,0.41877,-3.328087649402391,0.41878,-3.330677290836653,0.41876,-3.326892430278884,0.41875,-3.3272908366533867,0.41877,-3.3282868525896414,0.41877,-3.327490039840637,0.41875,-3.3254980079681276
0.43885,-3.204382470119522,0.43886,-3.1996015936254976,0.43885,-3.200996015936255,0.43884,-3.200398406374502,0.4388,-3.1998007968127493,0.43882,-3.199402390438247,0.43884,-3.199402390438247,0.43886,-3.199203187250996
0.45883,-2.9659362549800794,0.45885,-2.959163346613546,0.45882,-2.962749003984064,0.45885,-2.9589641434262948,0.45883,-2.9585657370517926,0.45884,-2.9607569721115534,0.45884,-2.9629482071713142,0.45885,-2.963346613545817
0.47887,-2.5442231075697213,0.4789,-2.540438247011952,0.47887,-2.5386454183266935,0.4789,-2.536653386454183,0.47888,-2.53804780876494,0.47888,-2.541235059760956,0.47886,-2.541434262948207,0.47888,-2.5418326693227096
0.49894,-1.8632270916334661,0.49895,-1.8578087649402388,0.49891,-1.856593625498008,0.49893,-1.8573904382470117,0.4989,-1.858426294820717,0.49893,-1.8612549800796814,0.4989,-1.8617131474103585,0.49893,-1.862609561752988
0.51887,-0.8802191235059762,0.51888,-0.86800796812749,0.51889,-0.8675697211155379,0.51891,-0.8708366533864541,0.51889,-0.8703984063745019,0.51889,-0.8719123505976096,0.51887,-0.8768326693227092,0.51889,-0.8754183266932271
0.53889,0.45302788844621517,0.53888,0.46539840637450197,0.53886,0.4634860557768924,0.53894,0.46575697211155376,0.53889,0.4623705179282868,0.53888,0.4610956175298805,0.53888,0.4564741035856574,0.5389,0.45651394422310754
0.55876,2.1366533864541832,0.55878,2.144621513944223,0.55875,2.146215139442231,0.55881,2.145019920318725,0.55875,2.14203187250996,0.55878,2.1400398406374506,0.55876,2.136254980079681,0.55879,2.1346613545816733
0.57844,4.171513944223107,0.57844,4.183067729083665,0.57842,4.1834661354581675,0.57844,4.18406374501992,0.57844,4.179083665338645,0.57843,4.175697211155378,0.57842,4.167131474103585,0.57844,4.169521912350597
0.59825,6.663346613545817,0.59828,6.672709163346615,0.59824,6.673904382470119,0.59829,6.678685258964142,0.59827,6.6701195219123495,0.59826,6.670916334661355,0.59827,6.66215139442231,0.5983,6.659760956175298
,,,,,,,,,,,,,,,
Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s)
1.2698743343353271,0.5512356467668836,1.2598614692687988,0.5556166428411113,1.2698605060577393,0.5512416495045888,1.2598743438720703,0.5556109650178567,1.259861707687378,0.5556165376951817,1.2698724269866943,0.5512364747229326,1.2598633766174316,0.5556158016747883,1.259861707687378,0.5556165376951817
