Data from FLMS025871_15-58-10-695.txt Node
Date: Tue Nov 17 15:58:10 GMT 2020
User: php20df
Spectrometer: FLMS02587
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
339.619	-12.1
340	-12.1
340.381	-12.1
340.762	-34.44
341.143	-81.6
341.524	-94.01
341.904	-121.31
342.285	-143.65
342.666	-54.3
343.046	-44.37
343.427	-54.3
343.807	-79.12
344.188	30.1
344.568	-14.58
344.949	35.06
345.329	-19.55
345.71	82.22
346.09	62.36
346.47	164.13
346.85	104.56
347.23	146.75
347.611	121.93
347.991	221.22
348.371	213.77
348.751	223.7
349.131	298.16
349.511	246.04
349.891	211.29
350.27	278.31
350.65	298.16
351.03	300.64
351.41	357.73
351.79	380.07
352.169	394.96
352.549	315.54
352.928	320.5
353.308	325.47
353.687	300.64
354.067	402.41
354.446	342.84
354.826	375.11
355.205	422.27
355.584	385.04
355.964	422.27
356.343	352.77
356.722	367.66
357.101	342.84
357.48	318.02
357.859	387.52
358.238	422.27
358.617	380.07
358.996	263.41
359.375	320.5
359.754	330.43
360.133	347.8
360.512	355.25
360.891	332.91
361.269	409.86
361.648	350.29
362.027	375.11
362.405	352.77
362.784	427.23
363.162	345.32
363.541	251
363.919	278.31
364.298	357.73
364.676	340.36
365.054	352.77
365.433	340.36
365.811	305.61
366.189	350.29
366.567	320.5
366.945	228.66
367.323	255.97
367.701	303.13
368.079	350.29
368.457	404.89
368.835	315.54
369.213	253.48
369.591	318.02
369.969	365.18
370.346	357.73
370.724	362.7
371.102	288.23
371.479	300.64
371.857	342.84
372.235	330.43
372.612	313.06
372.99	350.29
373.367	385.04
373.744	387.52
374.122	434.68
374.499	273.34
374.876	350.29
375.254	382.55
375.631	295.68
376.008	303.13
376.385	357.73
376.762	370.14
377.139	357.73
377.516	322.98
377.893	263.41
378.27	340.36
378.647	335.39
379.024	365.18
379.4	392.48
379.777	357.73
380.154	340.36
380.53	417.3
380.907	342.84
381.284	452.05
381.66	345.32
382.037	345.32
382.413	315.54
382.79	357.73
383.166	367.66
383.542	327.95
383.919	347.8
384.295	392.48
384.671	295.68
385.047	345.32
385.423	325.47
385.799	365.18
386.176	402.41
386.552	357.73
386.928	377.59
387.303	387.52
387.679	313.06
388.055	322.98
388.431	365.18
388.807	315.54
389.183	434.68
389.558	372.63
389.934	362.7
390.309	327.95
390.685	357.73
391.061	372.63
391.436	362.7
391.811	332.91
392.187	270.86
392.562	404.89
392.938	313.06
393.313	313.06
393.688	347.8
394.063	350.29
394.438	397.45
394.814	332.91
395.189	362.7
395.564	365.18
395.939	404.89
396.314	494.25
396.689	362.7
397.063	318.02
397.438	397.45
397.813	377.59
398.188	377.59
398.563	402.41
398.937	325.47
399.312	340.36
399.686	394.96
400.061	375.11
400.435	352.77
400.81	347.8
401.184	370.14
401.559	352.77
401.933	372.63
402.307	491.77
402.682	434.68
403.056	285.75
403.43	392.48
403.804	591.05
404.178	476.87
404.552	496.73
404.926	407.38
405.3	362.7
405.674	352.77
406.048	404.89
406.422	399.93
406.796	385.04
407.169	382.55
407.543	367.66
407.917	357.73
408.291	310.57
408.664	452.05
409.038	352.77
409.411	365.18
409.785	370.14
410.158	454.54
410.531	382.55
410.905	318.02
411.278	387.52
411.651	419.79
412.025	447.09
412.398	362.7
412.771	335.39
413.144	335.39
413.517	385.04
413.89	950.96
414.263	442.12
414.636	322.98
415.009	327.95
415.382	377.59
415.755	347.8
416.127	342.84
416.5	442.12
416.873	414.82
417.245	335.39
417.618	414.82
417.991	392.48
418.363	397.45
418.736	347.8
419.108	397.45
419.48	442.12
419.853	382.55
420.225	390
420.597	394.96
420.97	385.04
421.342	442.12
421.714	427.23
422.086	409.86
422.458	387.52
422.83	437.16
423.202	352.77
423.574	365.18
423.946	385.04
424.318	404.89
424.69	355.25
425.061	402.41
425.433	457.02
425.805	387.52
426.177	407.38
426.548	372.63
426.92	392.48
427.291	454.54
427.663	474.39
428.034	394.96
428.406	387.52
428.777	417.3
429.148	447.09
429.519	352.77
429.891	452.05
430.262	454.54
430.633	484.32
431.004	419.79
431.375	432.2
431.746	412.34
432.117	432.2
432.488	596.02
432.859	380.07
433.23	447.09
433.601	442.12
433.971	471.91
434.342	494.25
434.713	772.24
435.083	960.88
435.454	1027.9
435.825	735.01
436.195	427.23
436.566	442.12
436.936	412.34
437.306	392.48
437.677	305.61
438.047	484.32
438.417	442.12
438.788	546.37
439.158	412.34
439.528	387.52
439.898	417.3
440.268	491.77
440.638	504.18
441.008	392.48
441.378	494.25
441.748	434.68
442.118	432.2
442.487	432.2
442.857	437.16
443.227	387.52
443.597	447.09
443.966	422.27
444.336	471.91
444.705	479.36
445.075	434.68
445.444	454.54
445.814	457.02
446.183	447.09
446.552	449.57
446.922	452.05
447.291	447.09
447.66	454.54
448.029	469.43
448.398	469.43
448.768	501.7
449.137	514.11
449.506	486.8
449.875	449.57
450.243	340.36
450.612	486.8
450.981	432.2
451.35	474.39
451.719	385.04
452.087	474.39
452.456	464.46
452.825	476.87
453.193	516.59
453.562	427.23
453.93	506.66
454.299	501.7
454.667	464.46
455.035	414.82
455.404	459.5
455.772	543.89
456.14	531.48
456.508	516.59
456.877	536.44
457.245	474.39
457.613	466.95
457.981	461.98
458.349	553.82
458.717	489.28
459.085	452.05
459.452	414.82
459.82	471.91
460.188	566.23
460.556	439.64
