Pixel 1,Pixel 1,Pixel 2,Pixel 2,Pixel 3,Pixel 3,Pixel 4,Pixel 4,Pixel 5,Pixel 5,Pixel 6,Pixel 6,Pixel 7,Pixel 7,Pixel 8,Pixel 8
Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density
V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2
-0.10128,-10.509362549800796,-0.10129,-10.50776892430279,-0.10132,-10.509561752988049,-0.10136,-10.506573705179282,-0.10133,-10.505378486055777,-0.10132,-10.509163346613546,-0.10132,-10.505378486055777,-0.10133,-10.506772908366534
-0.081358,-10.509362549800796,-0.08136,-10.508565737051793,-0.081384,-10.508167330677292,-0.081396,-10.50836653386454,-0.081388,-10.507370517928287,-0.081375,-10.508565737051793,-0.081377,-10.508964143426294,-0.081365,-10.50776892430279
-0.061262,-10.508167330677292,-0.061247,-10.508167330677292,-0.061258,-10.509362549800796,-0.061292,-10.508565737051793,-0.061285,-10.504382470119522,-0.061277,-10.505378486055777,-0.061264,-10.504780876494022,-0.061281,-10.505976095617529
-0.041247,-10.508764940239042,-0.041233,-10.503187250996014,-0.041226,-10.505179282868527,-0.041238,-10.508167330677292,-0.041254,-10.506972111553784,-0.041266,-10.50577689243028,-0.04125,-10.507569721115537,-0.04123,-10.503585657370516
-0.021062,-10.508167330677292,-0.021053,-10.505976095617529,-0.021046,-10.508167330677292,-0.021074,-10.506374501992031,-0.021091,-10.503585657370516,-0.021085,-10.506772908366534,-0.021058,-10.505976095617529,-0.02108,-10.50836653386454
-0.0010045,-10.5105577689243,-0.00099153,-10.503585657370516,-0.00099982,-10.50776892430279,-0.0010353,-10.504382470119522,-0.0010424,-10.50557768924303,-0.0010331,-10.504780876494022,-0.001021,-10.504581673306772,-0.0010097,-10.505378486055777
0.019176,-10.504382470119522,0.019197,-10.505378486055777,0.019184,-10.507569721115537,0.019176,-10.506772908366534,0.019144,-10.503984063745019,0.019149,-10.506175298804779,0.019174,-10.504980079681275,0.01918,-10.50577689243028
0.038844,-10.508964143426294,0.038849,-10.503386454183268,0.038883,-10.504980079681275,0.038827,-10.503984063745019,0.038824,-10.504980079681275,0.038822,-10.504980079681275,0.038834,-10.506175298804779,0.038833,-10.50577689243028
0.058974,-10.50577689243028,0.058951,-10.50557768924303,0.059002,-10.506573705179282,0.058967,-10.506175298804779,0.058947,-10.505179282868527,0.058958,-10.502988047808765,0.058988,-10.505179282868527,0.058982,-10.506175298804779
0.078947,-10.506972111553784,0.078928,-10.504382470119522,0.078974,-10.507370517928287,0.078941,-10.508565737051793,0.078941,-10.502589641434263,0.078922,-10.504183266932271,0.07896,-10.506175298804779,0.07897,-10.5003984063745
0.09903,-10.50577689243028,0.09903,-10.506573705179282,0.09905,-10.505976095617529,0.099029,-10.507171314741036,0.099014,-10.502589641434263,0.099006,-10.504183266932271,0.098997,-10.506175298804779,0.099009,-10.500996015936256
0.11904,-10.504382470119522,0.11905,-10.505378486055777,0.11909,-10.505378486055777,0.11904,-10.503984063745019,0.11905,-10.500996015936256,0.11904,-10.503984063745019,0.11906,-10.503585657370516,0.11902,-10.504382470119522
0.13908,-10.502788844621515,0.13907,-10.501792828685257,0.1391,-10.503187250996014,0.13909,-10.503984063745019,0.13909,-10.500796812749005,0.13907,-10.504183266932271,0.13909,-10.503386454183268,0.13907,-10.505179282868527
0.15914,-10.502589641434263,0.15914,-10.503984063745019,0.15916,-10.505976095617529,0.15916,-10.504581673306772,0.15915,-10.503386454183268,0.15912,-10.502589641434263,0.15917,-10.503984063745019,0.15914,-10.50219123505976
