Pixel 1,Pixel 1,Pixel 2,Pixel 2,Pixel 3,Pixel 3,Pixel 4,Pixel 4,Pixel 5,Pixel 5,Pixel 6,Pixel 6,Pixel 7,Pixel 7,Pixel 8,Pixel 8
Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density,Voltage,Current Density
V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2,V,mA.cm^-2
-0.10151,-5.700796812749004,-0.10154,-5.700597609561752,-0.10153,-5.699203187250996,-0.10159,-5.700398406374501,-0.10162,-5.697609561752988,-0.10155,-5.6984063745019915,-0.10156,-5.695816733067729,-0.10159,-5.697011952191235
-0.081558,-5.696812749003984,-0.081613,-5.699601593625498,-0.081608,-5.697410358565737,-0.081606,-5.699800796812749,-0.081646,-5.700597609561752,-0.081601,-5.697808764940239,-0.081595,-5.697609561752988,-0.081633,-5.6966135458167315
-0.061454,-5.700597609561752,-0.061467,-5.7,-0.061499,-5.7,-0.061516,-5.69820717131474,-0.061524,-5.697011952191235,-0.06151,-5.7,-0.061491,-5.695617529880478,-0.061524,-5.698804780876494
-0.04146,-5.699402390438247,-0.041445,-5.699203187250996,-0.041482,-5.700597609561752,-0.041479,-5.700597609561752,-0.041474,-5.69820717131474,-0.041503,-5.697410358565737,-0.041476,-5.697011952191235,-0.041482,-5.6966135458167315
-0.021246,-5.697211155378486,-0.021288,-5.70199203187251,-0.021287,-5.700796812749004,-0.021282,-5.69800796812749,-0.021314,-5.695816733067729,-0.021309,-5.6966135458167315,-0.021309,-5.695219123505976,-0.021295,-5.696414342629482
-0.0012141,-5.699601593625498,-0.0012285,-5.696215139442231,-0.001232,-5.695219123505976,-0.0012405,-5.700398406374501,-0.0012203,-5.697211155378486,-0.0012728,-5.697808764940239,-0.0012151,-5.6966135458167315,-0.0012643,-5.695617529880478
0.018951,-5.699601593625498,0.018965,-5.6984063745019915,0.018938,-5.6984063745019915,0.01895,-5.698605577689243,0.018943,-5.698605577689243,0.018959,-5.696414342629482,0.018971,-5.6932270916334655,0.018957,-5.696015936254979
0.038651,-5.698605577689243,0.038632,-5.697410358565737,0.0386,-5.6966135458167315,0.038586,-5.696812749003984,0.038601,-5.6966135458167315,0.038617,-5.6950199203187255,0.038619,-5.6966135458167315,0.038592,-5.697211155378486
0.058773,-5.700796812749004,0.058754,-5.696015936254979,0.058746,-5.698804780876494,0.058732,-5.697211155378486,0.058729,-5.69820717131474,0.058762,-5.6950199203187255,0.058733,-5.694223107569721,0.058732,-5.693625498007968
0.078733,-5.698804780876494,0.078725,-5.6966135458167315,0.078723,-5.698605577689243,0.078682,-5.699203187250996,0.078711,-5.6984063745019915,0.078732,-5.696414342629482,0.078712,-5.695617529880478,0.078711,-5.697410358565737
0.098822,-5.700597609561752,0.098797,-5.699003984063745,0.098802,-5.6966135458167315,0.098785,-5.6984063745019915,0.098796,-5.697609561752988,0.098804,-5.696215139442231,0.09878,-5.693625498007968,0.09879,-5.695219123505976
0.11885,-5.69820717131474,0.11881,-5.697808764940239,0.1188,-5.694223107569721,0.1188,-5.700597609561752,0.1188,-5.696414342629482,0.1188,-5.69820717131474,0.11885,-5.695219123505976,0.11882,-5.698804780876494
0.13888,-5.6984063745019915,0.13886,-5.700398406374501,0.13887,-5.6984063745019915,0.13884,-5.696215139442231,0.13881,-5.697808764940239,0.13885,-5.696414342629482,0.13887,-5.696215139442231,0.13886,-5.6938247011952186
0.15896,-5.699402390438247,0.15892,-5.7,0.1589,-5.697808764940239,0.15892,-5.69820717131474,0.15886,-5.695617529880478,0.15893,-5.697211155378486,0.15893,-5.694820717131474,0.1589,-5.695418326693227
